Station_ID,Station_Name,DateTime_UTC-07:00,Rain_in,AirTemp_F,RH_percent,DewPt_F,SoilTemp_F,WaterCont_2in_ m3/m3,WaterCont_8in_ m3/m3,WaterCont_20in_ m3/m3,SnowDepth_In,WindSpeed_ms,WindGust_ms,WindDirection_degrees
9,Independence Pass,9/14/16 15:00,0,39.83,69.7,,44.991,0.22,0.18,0.13,,,,
9,Independence Pass,9/14/16 17:00,0,36.747,80.8,,45.805,0.22,0.18,0.13,,,,
9,Independence Pass,9/14/16 19:00,0,34.81,73.3,,46.346,0.22,0.18,0.13,,,,
9,Independence Pass,9/14/16 21:00,0,32.392,90.7,,46.436,0.22,0.18,0.13,,,,
9,Independence Pass,9/14/16 23:00,0,34.321,83.1,,46.166,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 1:00,0,32.691,86.4,,45.715,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 3:00,0,32.193,81.8,,45.263,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 5:00,0,29.714,79.9,,44.764,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 7:00,0,32.94,64,,44.355,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 9:00,0.04,36.458,55.7,,43.899,0.22,0.18,0.14,,,,
9,Independence Pass,9/15/16 11:00,0.03,42.662,42,,43.534,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 13:00,0,44.673,31.3,,43.808,0.22,0.18,0.14,,,,
9,Independence Pass,9/15/16 15:00,0,45.715,29.7,,44.628,0.23,0.18,0.14,,,,
9,Independence Pass,9/15/16 17:00,0,42.432,31.8,,45.625,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 19:00,0,32.392,58.4,,46.076,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 21:00,0,31.289,59.4,,46.166,0.22,0.18,0.13,,,,
9,Independence Pass,9/15/16 23:00,0,32.143,50.8,,45.805,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 1:00,0,32.343,50.2,,45.218,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 3:00,0,31.138,56.8,,44.582,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 5:00,0,29.56,59.3,,43.899,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 7:00,0,33.731,51,,43.397,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 9:00,0,39.549,38.6,,42.892,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 11:00,0,43.076,35.6,,42.524,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 13:00,0,46.796,31.9,,42.754,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 15:00,0,49.56,29.6,,43.671,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 17:00,0,45.489,32.5,,44.81,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 19:00,0,34.81,54.2,,45.534,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 21:00,0,35.394,56.2,,45.895,0.22,0.18,0.13,,,,
9,Independence Pass,9/16/16 23:00,0,31.842,78.5,,45.67,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 1:00,0,31.591,80.6,,45.263,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 3:00,0,32.143,55.1,,44.764,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 5:00,0,31.239,58.7,,44.173,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 7:00,0,33.287,59,,43.625,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 9:00,0,39.078,41.7,,43.122,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 11:00,0,43.762,33.2,,42.8,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 13:00,0,47.154,27.4,,43.167,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 15:00,0,48.45,26.5,,44.173,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 17:00,0,44.446,26.4,,45.444,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 19:00,0,37.56,27.2,,46.166,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 21:00,0,35.151,34.4,,46.346,0.22,0.18,0.13,,,,
9,Independence Pass,9/17/16 23:00,0,33.485,33.5,,46.076,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 1:00,0,33.534,42.6,,45.534,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 3:00,0,32.592,46.4,,44.9,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 5:00,0,32.741,38.9,,44.264,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 7:00,0,36.362,38.6,,43.717,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 9:00,0,42.8,30.2,,43.122,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 11:00,0,49.427,24.8,,42.8,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 13:00,0,53.035,30.2,,43.213,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 15:00,0,54.647,27.2,,44.264,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 17:00,0,51.589,30.8,,45.625,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 19:00,0,42.294,41.6,,46.436,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 21:00,0,39.643,46.3,,46.751,0.22,0.18,0.13,,,,
9,Independence Pass,9/18/16 23:00,0,40.158,45.1,,46.616,0.22,0.18,0.13,,,,
9,Independence Pass,9/19/16 1:00,0,39.643,43.8,,46.211,0.22,0.18,0.13,,,,
9,Independence Pass,9/19/16 3:00,0,38.605,43.5,,45.625,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 5:00,0,37.56,45.6,,44.991,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 7:00,0,43.305,39,,44.446,0.21,0.17,0.13,,,,
9,Independence Pass,9/19/16 9:00,0,50.4,31.3,,43.899,0.22,0.18,0.13,,,,
9,Independence Pass,9/19/16 11:00,0,55.516,23.9,,43.625,0.22,0.18,0.13,,,,
9,Independence Pass,9/19/16 13:00,0,60.346,20.7,,44.082,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 15:00,0,60.174,20.9,,45.263,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 17:00,0,56.987,26.2,,46.706,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 19:00,0,47.289,35.4,,47.736,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 21:00,0,44.491,38.3,,48.227,0.22,0.17,0.13,,,,
9,Independence Pass,9/19/16 23:00,0,44.036,35.7,,48.227,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 1:00,0,43.351,36.3,,47.87,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 3:00,0,45.625,33.4,,47.334,0.21,0.17,0.13,,,,
9,Independence Pass,9/20/16 5:00,0,45.489,32.8,,46.796,0.21,0.17,0.13,,,,
9,Independence Pass,9/20/16 7:00,0,47.244,31.4,,46.256,0.21,0.17,0.13,,,,
9,Independence Pass,9/20/16 9:00,0,50.047,30.4,,45.715,0.21,0.17,0.13,,,,
9,Independence Pass,9/20/16 11:00,0,54.691,21.9,,45.353,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 13:00,0,53.689,24.1,,45.444,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 15:00,0,51.017,29.9,,45.895,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 17:00,0,48.405,34.7,,46.526,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 19:00,0,43.625,46.8,,47.065,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 21:00,0,37.13,80.1,,47.244,0.22,0.17,0.13,,,,
9,Independence Pass,9/20/16 23:00,0,34.908,93.8,,47.244,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 1:00,0,35.394,91.4,,46.975,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 3:00,0,36.554,90.9,,46.661,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 5:00,0,36.65,92.4,,46.256,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 7:00,0,38.226,94.1,,45.941,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 9:00,0,42.754,85.1,,45.67,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 11:00,0,46.706,70.6,,45.444,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 13:00,0.02,41.832,90,,45.444,0.22,0.17,0.13,,,,
9,Independence Pass,9/21/16 15:00,0.01,48.227,68.5,,45.715,0.22,0.17,0.13,,,,
9,Independence Pass,9/21/16 17:00,0,42.892,80.9,,46.031,0.22,0.17,0.13,,,,
9,Independence Pass,9/21/16 19:00,0.02,40.064,79.2,,46.346,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 21:00,0,39.172,81,,46.346,0.21,0.17,0.13,,,,
9,Independence Pass,9/21/16 23:00,0,42.202,82.9,,46.166,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 1:00,0,41.555,73.3,,45.715,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 3:00,0,40.718,79.1,,45.353,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 5:00,0,40.438,89.5,,44.991,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 7:00,0,41.276,90.1,,44.628,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 9:00,0,46.661,69.5,,44.355,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 11:00,0,48.628,63.4,,44.264,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 13:00,0,54.212,49.2,,44.401,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 15:00,0,55.212,39.4,,44.764,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 17:00,0,43.717,77,,45.172,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 19:00,0,43.808,72.6,,45.715,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 21:00,0,41.276,79.8,,45.895,0.21,0.17,0.13,,,,
9,Independence Pass,9/22/16 23:00,0,42.754,71.4,,45.715,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 1:00,0,42.616,66.3,,45.444,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 3:00,0,41.091,59.1,,45.082,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 5:00,0,38.747,63.7,,44.719,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 7:00,0,39.549,62.3,,44.264,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 9:00,0,39.643,68.4,,43.899,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 11:00,0.04,36.169,90.8,,43.534,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 13:00,0.02,26.854,95.1,,43.305,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 15:00,0,25.631,96.5,,43.305,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 17:00,0,24.12,94,,43.213,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 19:00,0,22.747,72.3,,42.984,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 21:00,0,18.831,84.5,,42.616,0.21,0.17,0.13,,,,
9,Independence Pass,9/23/16 23:00,0,18.247,92.3,,42.248,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 1:00,0,17.065,84.9,,41.879,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 3:00,0,20.558,83.7,,41.601,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 5:00,0,21.125,88.9,,41.23,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 7:00,0,22.247,88.8,,40.858,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 9:00,0,28.217,79.8,,40.672,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 11:00,0.05,30.02,76,,40.392,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 13:00,0.01,26.854,90.3,,40.018,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 15:00,0,26.748,96.2,,39.83,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 17:00,0,25.31,96.4,,39.643,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 19:00,0,24.717,97.5,,39.549,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 21:00,0,24.391,97.5,,39.455,0.21,0.17,0.13,,,,
9,Independence Pass,9/24/16 23:00,0,24.446,97.8,,39.36,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 1:00,0,24.228,97.8,,39.219,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 3:00,0,23.847,97.8,,39.078,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 5:00,0,21.463,97.1,,38.889,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 7:00,0,24.228,97.4,,38.889,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 9:00,0.04,32.741,99.1,,38.842,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 11:00,0.02,38.842,66.9,,38.7,0.21,0.17,0.13,,,,
9,Independence Pass,9/25/16 13:00,0,43.717,50.5,,38.7,0.22,0.17,0.13,,,,
9,Independence Pass,9/25/16 15:00,0,45.534,45.6,,39.408,0.22,0.17,0.13,,,,
9,Independence Pass,9/25/16 17:00,0,40.532,47.7,,40.485,0.22,0.17,0.13,,,,
9,Independence Pass,9/25/16 19:00,0,33.287,61.3,,41.323,0.22,0.17,0.13,,,,
9,Independence Pass,9/25/16 21:00,0,32.143,69.7,,41.601,0.22,0.17,0.13,,,,
9,Independence Pass,9/25/16 23:00,0,32.442,68.5,,41.416,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 1:00,0,32.841,61.6,,41.091,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 3:00,0,30.885,70,,40.718,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 5:00,0,33.485,43.5,,40.345,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 7:00,0,41.369,35.7,,40.018,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 9:00,0,45.444,28.4,,39.643,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 11:00,0,49.294,30.5,,39.36,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 13:00,0,51.896,29.9,,39.408,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 15:00,0,51.765,33.3,,40.205,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 17:00,0,47.781,42.3,,41.416,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 19:00,0,39.266,57.7,,42.34,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 21:00,0,37.989,54.9,,42.662,0.22,0.17,0.13,,,,
9,Independence Pass,9/26/16 23:00,0,37.034,52.7,,42.524,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 1:00,0,37.226,52.2,,42.202,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 3:00,0,38.558,48.9,,41.74,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 5:00,0,38.605,46.6,,41.323,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 7:00,0,44.401,38.8,,40.905,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 9:00,0,48.272,38,,40.485,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 11:00,0,52.772,31.9,,40.205,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 13:00,0,55.212,30.4,,40.485,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 15:00,0,57.721,27.7,,41.462,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 17:00,0,50.885,33.6,,42.8,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 19:00,0,42.432,44.2,,43.899,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 21:00,0,40.532,45.1,,44.355,0.22,0.17,0.13,,,,
9,Independence Pass,9/27/16 23:00,0,39.736,48,,44.264,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 1:00,0,37.274,56.2,,43.899,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 3:00,0,36.458,57.9,,43.442,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 5:00,0,37.226,56.5,,42.892,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 7:00,0,43.854,48.4,,42.386,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 9:00,0,48.85,37.2,,41.879,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 11:00,0,52.597,35.9,,41.601,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 13:00,0,52.729,34.5,,41.832,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 15:00,0,51.984,33.6,,42.432,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 17:00,0,46.84,43.5,,43.167,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 19:00,0,43.991,45.5,,43.717,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 21:00,0,40.625,50.3,,43.899,0.22,0.17,0.13,,,,
9,Independence Pass,9/28/16 23:00,0,36.506,60,,43.808,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 1:00,0,37.369,55.2,,43.488,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 3:00,0,38.558,48.3,,43.03,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 5:00,0,38.889,54.8,,42.524,0.21,0.17,0.13,,,,
9,Independence Pass,9/29/16 7:00,0,38.036,57.8,,42.063,0.21,0.17,0.13,,,,
9,Independence Pass,9/29/16 9:00,0,48.583,43.7,,41.647,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 11:00,0,48.806,42.4,,41.416,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 13:00,0,44.81,57,,41.601,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 15:00,0,46.481,50.2,,42.017,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 17:00,0,45.308,50.5,,42.432,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 19:00,0,41.786,57.8,,42.8,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 21:00,0,39.172,75.8,,42.984,0.22,0.17,0.13,,,,
9,Independence Pass,9/29/16 23:00,0,37.321,81.7,,42.938,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 1:00,0,38.558,77.7,,42.8,0.21,0.17,0.13,,,,
9,Independence Pass,9/30/16 3:00,0,36.843,84.6,,42.524,0.21,0.17,0.13,,,,
9,Independence Pass,9/30/16 5:00,0,35.394,91.1,,42.248,0.21,0.17,0.13,,,,
9,Independence Pass,9/30/16 7:00,0,35.685,93.9,,42.063,0.21,0.17,0.13,,,,
9,Independence Pass,9/30/16 9:00,0.02,35.637,98.9,,41.786,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 11:00,0.02,38.605,95.8,,41.647,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 13:00,0,42.524,78.8,,41.786,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 15:00,0,42.984,74.8,,42.202,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 17:00,0,38.605,78.5,,42.708,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 19:00,0,35.734,90.5,,43.167,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 21:00,0,33.731,96.3,,43.259,0.22,0.17,0.13,,,,
9,Independence Pass,9/30/16 23:00,0,34.615,89.9,,43.03,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 1:00,0,33.138,94.9,,42.708,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 3:00,0,33.336,93.4,,42.248,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 5:00,0,33.287,91,,41.694,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 7:00,0,35.637,84.1,,41.323,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 9:00,0,41.832,68.2,,40.905,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 11:00,0,45.941,57.1,,40.578,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 13:00,0,44.264,54.9,,40.765,0.22,0.17,0.13,,,,
9,Independence Pass,10/1/16 15:00,0,45.895,58.5,,41.555,0.22,0.17,0.13,,,,
9,Independence Pass,10/1/16 17:00,0,41.462,67.4,,42.34,0.22,0.17,0.13,,,,
9,Independence Pass,10/1/16 19:00,0,35.443,77.8,,42.892,0.22,0.17,0.13,,,,
9,Independence Pass,10/1/16 21:00,0,35.249,79.9,,43.167,0.21,0.17,0.13,,,,
9,Independence Pass,10/1/16 23:00,0,34.859,77.6,,42.984,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 1:00,0,34.419,70.7,,42.616,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 3:00,0,33.237,80,,42.063,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 5:00,0,32.143,85.5,,41.601,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 7:00,0,37.369,72.6,,41.184,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 9:00,0,37.656,66.4,,40.718,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 11:00,0,45.399,47.9,,40.392,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 13:00,0,48.45,36.7,,40.438,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 15:00,0,46.166,40,,40.951,0.22,0.17,0.13,,,,
9,Independence Pass,10/2/16 17:00,0,46.121,41.7,,41.694,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 19:00,0,41.879,51.7,,42.156,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 21:00,0,39.549,54,,42.386,0.21,0.17,0.13,,,,
9,Independence Pass,10/2/16 23:00,0,36.458,61,,42.34,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 1:00,0,37.034,63,,42.156,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 3:00,0,33.138,82.1,,41.786,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 5:00,0,33.089,77.1,,41.462,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 7:00,0,32.043,74.2,,41.044,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 9:00,0,37.703,56.8,,40.718,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 11:00,0,34.517,69.2,,40.392,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 13:00,0,34.125,63.3,,40.578,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 15:00,0,33.089,56.1,,40.951,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 17:00,0,29.918,52.4,,41.323,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 19:00,0,24.5,59.1,,41.416,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 21:00,0,20.671,65.2,,41.276,0.21,0.17,0.13,,,,
9,Independence Pass,10/3/16 23:00,0,17.953,65,,40.951,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 1:00,0,16.646,71.6,,40.532,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 3:00,0,15.193,89.6,,40.018,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 5:00,0,15.437,92.2,,39.643,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 7:00,0,15.315,92.6,,39.219,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 9:00,0,19.353,78.5,,38.984,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 11:00,0,24.12,59.2,,38.7,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 13:00,0,29.765,45.6,,38.511,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 15:00,0,28.217,47.7,,38.511,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 17:00,0,27.485,41.9,,39.078,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 19:00,0,19.757,60.5,,39.549,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 21:00,0,19.469,59.4,,39.736,0.21,0.17,0.13,,,,
9,Independence Pass,10/4/16 23:00,0,18.831,58.3,,39.502,0.21,0.17,0.13,,,,
9,Independence Pass,10/5/16 1:00,0,20.158,64.3,,39.219,0.21,0.17,0.13,,,,
9,Independence Pass,10/5/16 3:00,0,19.642,75.6,,38.842,0.21,0.17,0.13,,,,
9,Independence Pass,10/5/16 5:00,0,18.715,89.8,,38.511,0.21,0.17,0.13,,,,
9,Independence Pass,10/5/16 7:00,0,21.968,69.8,,38.274,0.21,0.17,0.13,,,,
